,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,imdbId,title,releaseYear,releaseDate,genre,writers,actors,directors,sequel,hitFlop,rating,votes,runtimes
927,927,927,927,927,927,927,927,927,927,927,tt1912483,The Camp,2010,11 Jun 2010,Adventure | Drama,Shabbir Ahmed (lyrics) | Rohit Gahlowt (screenplay) | Nitin Mahadar (story) | Sudhakar Sharma (lyrics),Sonali Kulkarni | Sanjay Mishra | Rakesh Bedi | Krishna Bhatt,Nitin Mahadar,0.0,1,6.5,10.0,
928,928,928,928,928,928,928,928,928,928,928,tt1916728,Shor in the City,2011,28 Apr 2011,Crime | Drama,Krishna D.K. (story) | Raj Nidimoru (story) | Sita Menon (story) | Sita Menon (dialogue) | Chintan Gandhi (dialogue) | Sameer (lyrics) | Nishu (lyrics),Sendhil Ramamurthy | Tusshar Kapoor | Nikhil Dwivedi | Preeti Desai,Krishna D.K. | Raj Nidimoru,0.0,2,7.3,3144.0,112.0
929,929,929,929,929,929,929,929,929,929,929,tt1918641,5ters: Castle of Dark Master,2011,15 Jul 2011,Action | Adventure | Fantasy,G. Venugopal | N.S. Vijayalakshmi (story),Akash | Avinash | Gagan | Hithaishaini,G. Venugopal,0.0,1,4.9,17.0,110.0
930,930,930,930,930,930,930,930,930,930,930,tt1918650,A Strange Love Story,2011,20 May 2011,Drama,Bobby Khan,Gunjan Bakshi | Snehal Dabi | Milind Gunaji | Ehsan Khan,Tarique Khan | Sahil Seth,0.0,1,4.3,13.0,
931,931,931,931,931,931,931,931,931,931,931,tt1918886,Joker,2012,31 Aug 2012,Comedy | Sci-Fi,Shirish Kunder (dialogue) | Shirish Kunder (screenplay) | Shirish Kunder (story),Asrani | Avtar Gill | Gurpreet Guggi | Greg Heffernan,Shirish Kunder,0.0,1,2.6,4530.0,104.0
932,932,932,932,932,932,932,932,932,932,932,tt1918927,Luv Ka the End,2011,06 May 2011,Comedy | Drama,Amitabh Bhattacharya (lyrics) | Ashish Patil (story) | Ashish Patil | Roye Segal (screenplay) | Shenaz Treasury (screenplay) | Nihkil Vyas (dialogue) | Nikhil Vyas (dialogues),Riya Bamniyal | Bumpy | Sreejita De | Shraddha Kapoor,Bumpy,0.0,2,4.8,1255.0,106.0
933,933,933,933,933,933,933,933,933,933,933,tt1918965,Murder 2,2011,08 Jul 2011,Action | Crime | Drama,Mahesh Bhatt | Shagufta Rafique,Jacqueline Fernandez | Yana Gupta | Emraan Hashmi | Amardeep Jha,Mohit Suri,1.0,7,6.2,5727.0,127.0
934,934,934,934,934,934,934,934,934,934,934,tt1920986,Khuda Kasam,2010,26 Nov 2010,Action | Crime | Drama,K.C. Bokadia (dialogue) | K.C. Bokadia,Beena Banerjee | Sunny Deol | Farida Jalal | Raza Murad,K.C. Bokadia,0.0,1,4.1,80.0,160.0
935,935,935,935,935,935,935,935,935,935,935,tt1921071,Queens! Destiny of Dance,2011,29 Apr 2011,Musical,,Seema Biswas,David Atkins,0.0,1,5.8,8.0,112.0
936,936,936,936,936,936,936,936,936,936,936,tt1926313,Pyaar Ka Punchnama,2011,20 May 2011,Comedy | Drama | Romance,Luv Ranjan | Sumit Saxena (additional dialogue) | Sumit Saxena (additional screenplay writer) | Vaibhav Suman (additional dialogue) | Vaibhav Suman (additional screenplay writer),Raayo S. Bakhirta | Nushrat Bharucha | Padam Bhola | Sonalli Sehgal,Luv Ranjan,0.0,4,7.7,17601.0,149.0
937,937,937,937,937,937,937,937,937,937,937,tt1929309,Mallika,2010,03 Sep 2010,Drama | Horror | Mystery,Alok Mishra (additional screenplay & dialogue) | A. Sammeer | B. Viveck,Anirudh Agarwal | Puja Ballutia | Sammir Dattani | Dunger,Wilson Louis,0.0,1,4.6,39.0,
938,938,938,938,938,938,938,938,938,938,938,tt1934231,Delhi Belly,2011,01 Jul 2011,Comedy | Crime | Drama,Akshat Verma,Imran Khan | Vir Das | Kunaal Roy Kapur | Shenaz Treasury,Abhinay Deo | Akshat Verma,0.0,6,7.6,24409.0,103.0
939,939,939,939,939,939,939,939,939,939,939,tt1935184,Nakshatra,2010,29 Oct 2010,Crime | Drama | Mystery,Harry Anand (lyrics) | Nawab Arzoo (lyrics) | Rani Malik (lyrics) | Mohan Savalkar,Malaika Arora | Suresh Chatwal | Gajendra Chouhan | Anant Jog,Mohan Savalkar,0.0,1,5.5,45.0,
940,940,940,940,940,940,940,940,940,940,940,tt1937092,Always Kabhi Kabhi,2011,17 Jun 2011,Comedy | Crime | Drama,Roshan Abbas (story) | Kanika Dhillon (additional screenplay) | Ishita Moitra (screenplay) | Ranjit Raina (story),Lillete Dubey | Satyajeet Dubey | Ali Fazal | Manoj Joshi,Roshan Abbas,0.0,1,4.3,1208.0,126.0
941,941,941,941,941,941,941,941,941,941,941,tt1937455,Vroom,2010,14 May 2010,Action | Comedy | Crime,Sheetal Ladha (screenplay) | Sameer Rao (concept and story) | Deepak Segal (concept and story) | Savin Tuscano (screenplay) | Amitabh Verma (lyrics),Raj Singh Arora | Gaurav Bajaj | Kalpana Bora | Kishore Chougule,Savin Tuscano,0.0,1,5.5,25.0,130.0
942,942,942,942,942,942,942,942,942,942,942,tt1939654,Bheja Fry 2,2011,17 Jun 2011,Comedy | Drama,Sagar Ballary (screenplay) | Sharat Katariya (dialogue) | Sharat Katariya (screenplay),Vinay Pathak | Kay Kay Menon | Minissha Lamba | Rukhsar,Sagar Ballary,1.0,3,4.7,1146.0,129.0
943,943,943,943,943,943,943,943,943,943,943,tt1941657,Soundtrack,2011,07 Oct 2011,Drama | Musical,Chintan Gandhi | Neerav Ghosh | Rajiv Gopalkrishnan | Aarthi Rayapura (script development),Rajeev Khandelwal | Soha Ali Khan | Mrinalini Sharma | Mohan Kapoor,Neerav Ghosh,0.0,1,7.2,772.0,132.0
944,944,944,944,944,944,944,944,944,944,944,tt1942905,Kucch Luv Jaisaa,2011,27 May 2011,Crime | Drama | Thriller,Shukla Barnali Ray,Shefali Shetty | Om Puri | Rahul Bose | Neetu Chandra,Shukla Barnali Ray,0.0,1,4.4,116.0,105.0
945,945,945,945,945,945,945,945,945,945,945,tt1947973,Bin Bulaye Baraati,2011,17 Jun 2011,Action | Comedy | Crime,Praful Parekh (screenplay) | Praful Parekh (story) | Salim Sheikh (screenplay) | Salim Sheikh (story) | Dilip Shukla (dialogue),Rati Agnihotri | Shweta Bhardwaj | Gulshan Grover | Manoj Joshi,Chandrakant Singh,0.0,1,3.9,218.0,133.0
946,946,946,946,946,946,946,946,946,946,946,tt1948047,Impatient Vivek,2011,07 Jan 2011,Comedy | Drama | Romance,Rahat Kazmi (screenplay) | B.K. Tyagi (story),Vivek Sudershan | Sayali Bhagat | Ronnaoq Ahuja | Chari Asopa,Rahat Kazmi,0.0,1,2.3,55.0,
947,947,947,947,947,947,947,947,947,947,947,tt1948150,Singham,2011,22 Jul 2011,Action | Crime | Drama,Farhad | Farhad | Hari (original story) | Yunus Sajawal (screenplay) | Sajid (dialogue),Ajay Devgn | Kajal Agarwal | Prakash Raj | Sonali Kulkarni,Rohit Shetty,0.0,7,6.8,12759.0,143.0
948,948,948,948,948,948,948,948,948,948,948,tt1948640,The Waiting Room,2010,16 Jan 2010,Crime | Drama | Mystery,Maneej Premnath (story),Raj Singh Chaudhary | Radhika Apte | Sandeep Kulkarni | Prateeksha Lonkar,Maneej Premnath,0.0,1,6.1,86.0,90.0
949,949,949,949,949,949,949,949,949,949,949,tt1949548,Heroine,2012,21 Sep 2012,Drama,Madhur Bhandarkar | Niranjan Iyengar | Anuradha Tiwari,Kareena Kapoor | Arjun Rampal | Randeep Hooda | Shahana Goswami,Madhur Bhandarkar,0.0,3,5.1,3661.0,149.0
950,950,950,950,950,950,950,950,950,950,950,tt1954206,The Dirty Picture,2011,02 Dec 2011,Biography | Comedy | Drama,Rajat Arora,Vidya Balan | Emraan Hashmi | Tusshar Kapoor | Naseeruddin Shah,Milan Luthria,0.0,7,6.6,7860.0,144.0
951,951,951,951,951,951,951,951,951,951,951,tt1954470,Gangs of Wasseypur,2012,02 Aug 2012,Action | Crime | Drama,Akhilesh Jaiswal | Anurag Kashyap | Sachin K. Ladia | Zeishan Quadri,Manoj Bajpayee | Richa Chadda | Nawazuddin Siddiqui | Tigmanshu Dhulia,Anurag Kashyap,0.0,3,8.2,68302.0,321.0
952,952,952,952,952,952,952,952,952,952,952,tt1954598,Ladies vs. Ricky Bahl,2011,09 Dec 2011,Comedy | Drama,,Ranveer Singh | Anushka Sharma | Parineeti Chopra | Dipannita Sharma,Maneesh Sharma,,4,6.0,7831.0,140.0
953,953,953,953,953,953,953,953,953,953,953,tt1956433,Ata Pata Lapatta,2012,02 Nov 2012,Comedy | Musical,Sanjay Kumar (screenplay) | Sandeep Nath (additional dialogue) | M. Saleem (original story) | Sanjay Shubhankar (screenplay) | Pradeep Singrole (screenplay) | Gopal Tiwari (additional dialogue) | Rajpal Yadav (screenplay),Asrani | Amit Behl | Krishna Bhatt | Raja Bherwani,Rajpal Yadav,0.0,1,5.6,79.0,120.0
954,954,954,954,954,954,954,954,954,954,954,tt1961330,Good Luck!,2008,08 Aug 2008,Comedy | Drama,Rajan Aggarwal (screenplay) | Raman Bharadwaj (dialogues) | Aditya Datt (screenplay) | Sameer (lyrics),Aryeman Ramsay | Sayali Bhagat | Sharat Saxena | Archana Puran Singh,Aditya Datt,0.0,1,3.3,12.0,
955,955,955,955,955,955,955,955,955,955,955,tt1961530,Tell Me O Kkhuda,2011,27 Oct 2011,Action | Crime | Drama,Hema Malini | Mayur Puri (story) | Ulka Puri (story) | Anand Sharma (story),Dharmendra | Vinod Khanna | Rishi Kapoor | Farooq Shaikh,Hema Malini,0.0,1,2.6,309.0,125.0
956,956,956,956,956,956,956,956,956,956,956,tt1964886,Love Express,2011,10 Jun 2011,Comedy | Drama,Kumaar (lyrics),Sahil Mehta | Mannat Ravi | Vikas Katyal | Priyam Galav,Sunny Bhambhani,0.0,1,5.5,113.0,141.0
957,957,957,957,957,957,957,957,957,957,957,tt1970029,Suno Na.. Ek Nanhi Aawaz,2009,15 May 2009,Drama,Sanjay Chandwara (dialogue) | Rahul Patel (dialogue) | Yogesh Saxena (lyrics) | Amy Thanawala (dialogue) | Amy Thanawala (screenplay) | Amy Thanawala (story),Tara Sharma | Makrand Shukla | Rajendra Chawla | Rinku Patel,Amy Thanawala,0.0,1,5.4,5.0,127.0
958,958,958,958,958,958,958,958,958,958,958,tt1979209,Chala Mussaddi - Office Office,2011,05 Aug 2011,Comedy | Drama,Ashwani Dhir,Deven Bhojani | Makrand Deshpande | Vinay Jain | Farida Jalal,Rajiv Mehra,0.0,1,6.1,302.0,60.0
959,959,959,959,959,959,959,959,959,959,959,tt1980970,Gandhi to Hitler,2011,29 Jul 2011,Drama | History | War,Rakesh Ranjan Kumar (screenplay) | Nalin Singh (story),Raghuvir Yadav | Neha Dhupia | Aman Verma | Nassar Abdulla,Rakesh Ranjan Kumar,0.0,1,2.7,185.0,108.0
960,960,960,960,960,960,960,960,960,960,960,tt1980986,Housefull 2,2012,05 Apr 2012,Comedy | Romance,Farhad (dialogue) | Farhad (screenplay) | Tushar Hiranandani (screenplay) | Sajid Khan (screenplay) | Sajid Nadiadwala (story) | Sajid (dialogue) | Sajid (screenplay),Akshay Kumar | Asin | John Abraham | Jacqueline Fernandez,Sajid Khan,1.0,7,5.4,11619.0,145.0
961,961,961,961,961,961,961,961,961,961,961,tt1985058,Dekh Bhai Dekh: Laughter Behind Darkness,2009,17 Jul 2009,Comedy | Crime | Drama,Rahat Kazmi | Mushahid Husain Pasha (dialogue) | Mushahid Husain Pasha (screenplay),Gracy Singh | Siddharth Koirala | Raghuvir Yadav | Vijay Raaz,Rahat Kazmi,0.0,1,4.5,20.0,105.0
962,962,962,962,962,962,962,962,962,962,962,tt1985981,Desi Boyz,2011,25 Nov 2011,Comedy | Drama,Rohit Dhawan (screenplay) | Rohit Dhawan (story) | Renuka Kunzru (dialogue) | Milap Zaveri (additional screenplay),Bruna Abdullah | John Abraham | Shekhar Bassi | Peter Brown,Rohit Dhawan,0.0,2,5.9,11786.0,122.0
963,963,963,963,963,963,963,963,963,963,963,tt1986040,Ishkq in Paris,2013,24 May 2013,Comedy | Romance,Prem Soni | Preity Zinta,Preity Zinta | Isabelle Adjani | Gaurav Chanana | Fanny Carbonnel,Prem Soni,0.0,1,4.1,683.0,95.0
964,964,964,964,964,964,964,964,964,964,964,tt1986788,Chal Chalein,2009,07 Aug 2009,Drama,Vijaya Ramchandrula (story),Javed Abedi | Anand Abhyankar | Adityansh | Lalit Agarwal,Ujjwal Singh,0.0,1,6.6,19.0,
965,965,965,965,965,965,965,965,965,965,965,tt1992138,Force,2011,30 Sep 2011,Action | Crime | Drama,Gautham Menon (original story by) | Ritesh Shah,John Abraham | Genelia D'Souza | Raj Babbar | Mohnish Bahl,Nishikant Kamat,0.0,2,6.4,6311.0,137.0
966,966,966,966,966,966,966,966,966,966,966,tt1992257,Toss: A Flip of Destiny,2009,28 Aug 2009,Crime | Drama | Thriller,Ramesh Khatkar,Rannvijay Singh | Madhurima Banerjee | Prashant Raj | Ashmit Patel,Ramesh Khatkar,0.0,1,7.2,9.0,
967,967,967,967,967,967,967,967,967,967,967,tt1995245,Aamras: The Sweet Taste of Friendship,2009,11 Sep 2009,Drama,Rupali Guha (screenplay) | Rupali Guha (story) | Loveleen Mishra (dialogue),Vega Tamotia | Ntasha Bhardwaj | Maanvi Gagroo | Aanchal Sabharwal,Rupali Guha,0.0,1,5.6,50.0,
968,968,968,968,968,968,968,968,968,968,968,tt1995257,Bachelor Party,2009,04 Sep 2009,Comedy | Drama,Arun Bhairav (script) | Raghuvir Shekhawat (script),Jimmy Shergill | Arbaaz Khan | Nauheed Cyrusi | Sharat Saxena,Ishaan Trivedi,0.0,1,5.2,32.0,
969,969,969,969,969,969,969,969,969,969,969,tt1999857,Cycle Kick,2011,17 Jun 2011,Drama | Sport,Shashi Sudigala,Nishan Nanaiah | Sunny Hinduja | Girija Oak | Ishita Sharma,Shashi Sudigala,0.0,1,6.9,91.0,86.0
970,970,970,970,970,970,970,970,970,970,970,tt1999935,Not a Love Story,2011,19 Aug 2011,Crime | Drama | Thriller,Rohit G. Banawlikar (screenplay),Rohit G. Banawlikar | Deepak Dobriyal | Ajay Gehi | Mahie Gill,Ram Gopal Varma,0.0,2,5.0,659.0,100.0
971,971,971,971,971,971,971,971,971,971,971,tt2011871,Ashok Chakra: Tribute to Real Heroes,2010,28 Mar 2010,Action,Mushahid Husain Pasha (dialogue) | Mohnish Sharan (story),Rajan Verma | Sudesh Berry | Arun Bakshi | Sandip Munde,S.P. Muneshwar,0.0,1,4.6,5.0,86.0
972,972,972,972,972,972,972,972,972,972,972,tt2012576,Bubble Gum,2011,29 Jul 2011,Drama,Rohit Gahlowt (dialogue writer),Apoorva Arora | Apporva Arora | Tanvi Azmi | Delzad Hiwale,Sanjivan Lal,0.0,1,7.3,420.0,116.0
973,973,973,973,973,973,973,973,973,973,973,tt2016845,Aagaah: The Warning,2011,05 Aug 2011,Drama | Horror | Thriller,Karan Razdan (story),Ila Arun | Anang Desai | Zakir Hussain | Satish Kaushik,Karan Razdan,0.0,1,4.1,17.0,
974,974,974,974,974,974,974,974,974,974,974,tt2016894,Ek Tha Tiger,2012,15 Aug 2012,Action | Romance | Thriller,Kabir Khan (dialogue) | Kabir Khan (screenplay) | Neelesh Misra (dialogue) | Neelesh Misra (screenplay),Salman Khan | Katrina Kaif | Ranvir Shorey | Girish Karnad,Kabir Khan,0.0,8,5.5,26107.0,132.0
975,975,975,975,975,975,975,975,975,975,975,tt2023645,Phhir,2011,12 Aug 2011,Drama | Mystery | Romance,Vikram Bhatt | Girish Dhamija | Dheeraj Rattan (screenplay),Mohan Agashe | Kasturi Banerjee | Roshni Chopra | Rajneesh Duggal,Girish Dhamija,0.0,1,5.4,162.0,100.0
976,976,976,976,976,976,976,976,976,976,976,tt2027138,Kyaa Super Kool Hain Hum,2012,27 Jul 2012,Comedy,Sukhmani Sadana (dialogue revisor) | Sachin Yardi,Anupam Kher | Ritesh Deshmukh | Rohit Shetty | Tusshar Kapoor,Sachin Yardi,1.0,5,5.0,3414.0,136.0
977,977,977,977,977,977,977,977,977,977,977,tt2028553,Stand By,2011,26 Aug 2011,Drama | Sport | Thriller,Varun Gautam | Sanjay Soorkar | Pravin Vithal Tarde,Siddharth Kher | Sachin Khedekar | Dalip Tahil | Nagesh Bhonsle,Sanjay Soorkar,0.0,1,6.5,22.0,
978,978,978,978,978,978,978,978,978,978,978,tt2032530,Shabri,2011,26 Aug 2011,Action | Crime | Drama,Lalit Marathe (story),Isha Koppikar | Raj Arjun | Manish Wadhwa | Pradeep Singh Rawat,Lalit Marathe,0.0,1,5.8,118.0,
979,979,979,979,979,979,979,979,979,979,979,tt2033264,Hair is Falling: A Serious Comedy Film,2011,05 Aug 2011,Comedy | Drama,Vicky Bhardwaj (screenplay) | Sajal Kumar (dialogue & written by) | Harvinder Mankkar (story) | Girish Paliwal (concept) | Vikas Taliyan,Rajesh Bhardwaj | Sanjana Tiwari | Priyanka | Mahender Singh Bist,Vicky Bhardwaj,0.0,1,5.4,30.0,120.0
980,980,980,980,980,980,980,980,980,980,980,tt2033947,Aazaan,2011,14 Oct 2011,Action | Drama | Mystery,Prashant Chadha (story) | Heeraz Marfatia (story) | Shubhra Swarup (story),Sachiin Joshi | Candice Boucher | Arya Babbar | Samy Gharbi,Prashant Chadha,0.0,1,4.4,323.0,125.0
981,981,981,981,981,981,981,981,981,981,981,tt2034011,Hum Tum Shabana,2011,30 Sep 2011,Comedy | Crime | Drama,Sagar Ballary (additional screenplay) | Sharat Katariya (dialogue) | Farhajaan Sheikh (story),Tusshar Kapoor | Shreyas Talpade | Minissha Lamba | Mantra,Sagar Ballary,0.0,1,3.9,265.0,126.0
982,982,982,982,982,982,982,982,982,982,982,tt2035528,Hum Do Anjaane,2011,,Action | Crime | Drama,Milind Swamy (screenplay) | Milind Swamy (story),Naresh Kaura | Ankita Bhargava | Jackie Shroff | Avtar Gill,Milind Swamy,0.0,1,3.8,12.0,
983,983,983,983,983,983,983,983,983,983,983,tt2043923,Mod,2011,14 Oct 2011,Drama | Romance | Thriller,Nagesh Kukunoor,Ayesha Takia | Rannvijay Singh | Raghuvir Yadav | Tanvi Azmi,Nagesh Kukunoor,0.0,1,6.5,393.0,100.0
984,984,984,984,984,984,984,984,984,984,984,tt2046106,Jaana Pehchana,2011,16 Sep 2011,Drama,Aarti S. Bagdi (story) | Neelam Jha (dialogue) | Pratibha Misraa (story) | Sachin (screenplay),Birbal | Pushkar Jog | Ranjeeta Kaur | Neelu Kohli,Sachin,0.0,1,5.1,22.0,
985,985,985,985,985,985,985,985,985,985,985,tt2057441,Mujhse Fraaandship Karoge,2011,14 Oct 2011,Comedy | Drama | Romance,Pooja Desai (story) | Anvita Dutt (additional dialogue) | Anvita Dutt (screenplay) | Rajesh Narasimhan (screenplay) | Ashish Patil (story) | Ashish Patil,Saqib Saleem | Saba Azaad | Nishant Dahiya | Tara D'Souza,Nupur Asthana,0.0,2,6.9,3650.0,106.0
986,986,986,986,986,986,986,986,986,986,986,tt2058651,Maruti Mera Dosst,2009,05 Jun 2009,Animation | Adventure | Drama,Mann Katoja | Manikya Raju,Shahbaaz Khan | Sushmita Mukherjee | Erik A. Nanda | Ritika Shah,Manikya Raju,0.0,1,7.8,30.0,
987,987,987,987,987,987,987,987,987,987,987,tt2063745,Kya Dilli Kya Lahore,2014,02 May 2014,Drama | History | War,Aseem Arora (story) | Manu Rishi Chadha (dialogue) | Manu Rishi Chadha | Gulzar (lyrics) | Pratham Jolly | Sandeep Sinha (additional screenplay),Vijay Raaz | Manu Rishi Chadha | Rajendranath Zutshi | Vishwajeet Pradhan,Vijay Raaz | Karan Arora,0.0,1,7.5,1736.0,98.0
988,988,988,988,988,988,988,988,988,988,988,tt2064816,"I, Me aur Main",2013,01 Mar 2013,Drama,Devika Bhagat,John Abraham | Chitrangda Singh | Prachi Desai | Mini Mathur,Kapil Sharma,0.0,2,4.6,1669.0,108.0
989,989,989,989,989,989,989,989,989,989,989,tt2064849,London Paris New York,2012,02 Mar 2012,Romance,Anu Menon (story) | Anu Menon (dialogue) | Ritu Bhatia (dialogue),Ali Zafar | Aditi Rao Hydari | Candice Pereira | Scherrikar Bell,Anu Menon,0.0,2,5.7,3577.0,100.0
990,990,990,990,990,990,990,990,990,990,990,tt2064852,Lottery,2009,20 Mar 2009,Crime | Drama | Mystery,Aadesh K. Arjun (dialogue) | Hemant Prabhu (screenplay),Abhijeet | Rucha Gujrati | Manisha Kelkar | Nassar Abdulla,Hemant Prabhu,0.0,1,3.1,15.0,
991,991,991,991,991,991,991,991,991,991,991,tt2066062,Shortcut Romeo,2013,21 Jun 2013,Action | Crime | Romance,Susi Ganesan (story) | Ilashree Goswami (dialogue),Neil Nitin Mukesh | Ameesha Patel | Puja Gupta | Jatin Grewal,Susi Ganesan,0.0,1,2.8,236.0,146.0
992,992,992,992,992,992,992,992,992,992,992,tt2066899,Jugaad,2009,13 Feb 2009,Comedy | Drama,Priyank Dubey (screenplay) | Bunty Rathore (screenplay),Manoj Bajpayee | Hrishitaa Bhatt | Vijay Raaz | Govind Namdeo,R. Anand Kumar,0.0,1,5.2,53.0,
993,993,993,993,993,993,993,993,993,993,993,tt2066925,Mummy Punjabi: Superman Ki Bhi Maa!!,2011,31 Aug 2011,Comedy | Drama,Pammi Somal,Kiron Kher | Kanwaljit Singh | Jackie Shroff | Anju Mahendru,Pammi Somal,0.0,1,5.7,29.0,121.0
994,994,994,994,994,994,994,994,994,994,994,tt2072227,Shanghai,2012,08 Jun 2012,Crime | Thriller,Vasilis Vasilikos (adapted from the novel 'Z' by) | Urmi Juvekar (screenplay) | Dibakar Banerjee (screenplay),Emraan Hashmi | Abhay Deol | Prasenjit Chatterjee | Kalki Koechlin,Dibakar Banerjee,0.0,2,7.2,9009.0,120.0
995,995,995,995,995,995,995,995,995,995,995,tt2073070,Saheb Biwi Aur Gangster,2011,23 Sep 2011,Action | Crime | Drama,Sanjay Chauhan | Tigmanshu Dhulia,Randeep Hooda | Mahie Gill | Jimmy Shergill | Shreya Narayan,Tigmanshu Dhulia,0.0,3,7.2,3645.0,118.0
996,996,996,996,996,996,996,996,996,996,996,tt2077833,Rowdy Rathore,2012,01 Jun 2012,Action | Comedy,Shiraz Ahmed,Akshay Kumar | Sonakshi Sinha | Nasser | Paresh Ganatra,Prabhudheva,0.0,8,5.9,18838.0,140.0
997,997,997,997,997,997,997,997,997,997,997,tt2082197,Barfi!,2012,14 Sep 2012,Adventure | Comedy | Drama,Anurag Basu (story) | Tani Basu (story) | Sanjeev Dutta (dialogue),Ranbir Kapoor | Priyanka Chopra | Ileana | Saurabh Shukla,Anurag Basu,0.0,7,8.1,68374.0,151.0
998,998,998,998,998,998,998,998,998,998,998,tt2084863,Jo Dooba So Paar: It's Love in Bihar!,2011,14 Oct 2011,Comedy | Crime | Drama,Fareeda (screenplay) | Prabhat Kumar Jha (dialogue) | Praveen Kumar (screenplay) | Praveen Kumar (story) | Joseph Mathai (dialogue) | Ravikant Sharma (dialogue),Anand Tiwari | Rajat Kapoor | Sita Spada | Dadhi Raj,Praveen Kumar,0.0,1,5.8,67.0,90.0
999,999,999,999,999,999,999,999,999,999,999,tt2094854,Inkaar,2013,18 Jan 2013,Drama | Romance,Sudhir Mishra,Arjun Rampal | Chitrangda Singh | Vipin Sharma | Mithun Rodwittiya,Sudhir Mishra,0.0,2,6.1,2317.0,125.0
1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,tt2100543,Hum Hai Raahi CAR Ke,2013,24 May 2013,Adventure | Romance,Jyotin Goel,Anupam Kher | Sanjay Dutt | Juhi Chawla | Rati Agnihotri,Jyotin Goel,0.0,1,3.2,133.0,
1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,tt2104937,Miley - Naa Miley - Hum,2011,04 Nov 2011,Comedy | Drama | Romance,Tanveer Khan (screenplay) | Girish Dhamija (additional writer) | Jeet Garewal (additional screenplay & dialogue),Chirag Paswan | Kangana Ranaut | Neeru Bajwa | Sagarika Ghatge,Tanveer Khan,0.0,1,3.7,139.0,114.0
1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,tt2106537,Matru ki Bijlee ka Mandola,2013,11 Jan 2013,Comedy | Drama,Vishal Bhardwaj (dialogue) | Vishal Bhardwaj (screenplay) | Abhishek Chaubey (screenplay) | Sabrina Dhawan (script consultant),Imran Khan | Anushka Sharma | Pankaj Kapur | Lekha Washington,Vishal Bhardwaj,0.0,2,5.7,5733.0,151.0
1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,tt2109200,Shakal Pe Mat Ja,2011,18 Nov 2011,Comedy | Crime | Drama,Shubh,Shubh | Pratik Katare | Harsh Parekh | Chitrak Bandyopadhyay,Shubh,0.0,1,5.4,33.0,140.0
1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,tt2112124,Chennai Express,2013,08 Aug 2013,Action | Comedy | Romance,K. Subhash (story) | Yunus Sajawal (screenplay) | Robin Bhatt (additional screenplay) | Farhad (dialogue) | Sajid (dialogue),Deepika Padukone | Shah Rukh Khan | Satyaraj | Nikitin Dheer,Rohit Shetty,0.0,8,6.0,44531.0,141.0
1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,tt2112131,Dabangg 2,2012,21 Dec 2012,Action | Comedy | Drama,Dilip Shukla,Salman Khan | Sonakshi Sinha | Prakash Raj | Vinod Khanna,Arbaaz Khan,1.0,8,4.9,13454.0,120.0
1006,1006,1006,1006,1006,1006,1006,1006,1006,1006,1006,tt2112978,Jo Hum Chahein,2011,16 Dec 2011,Drama | Romance,Pawan Gill | Rashmi Kulkarni (dialogue),Sunny Gill | Simran Kaur Mundi | Alyy Khan | Achint Kaur,Pawan Gill,0.0,1,5.4,93.0,
1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,tt2122340,Ferrari Ki Sawaari,2012,15 Jun 2012,Crime | Family | Sport,Vidhu Vinod Chopra (original story and screenplay) | Rajesh Mapuskar (original story and screenplay) | Rajkumar Hirani (original story and dialogue) | Shekhar Dhavalikar (script associate) | Ranjeet Bahadur (dialogue associate),Sharman Joshi | Boman Irani | Ritwik Sahore | Paresh Rawal,Rajesh Mapuskar,0.0,5,6.4,4574.0,140.0
1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,tt2126282,Ekk Deewana Tha,2012,17 Feb 2012,Romance,Manu Rishi Chadha (dialogue) | Meghana Karthik (subtitles) | Gautham Menon (story) | Laju Nanwani,Prateik | Amy Jackson | Sachin Khedekar | Manu Rishi Chadha,Gautham Menon,0.0,2,5.9,2683.0,136.0
1009,1009,1009,1009,1009,1009,1009,1009,1009,1009,1009,tt2130242,Tere Naal Love Ho Gaya,2012,24 Feb 2012,Comedy | Romance,Abhijeet Sandhu,Ritesh Deshmukh | Genelia D'Souza | Om Puri | Tinnu Anand,Mandeep Kumar,0.0,3,5.8,3760.0,130.0
1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,tt2137064,Lanka,2011,09 Dec 2011,Action | Crime | Drama,Shashank Dabral (story) | Shashank Dabral,Manoj Bajpayee | Arjan Bajwa | Tia Bajpai | Yashpal Sharma,Maqbool Khan,0.0,1,5.9,183.0,107.0
